year,scenario,share_25_39,share_40_59,share_60_79,share_80,average_age,price,price_index,births,fertility_rate,theta,average_age_bridge,young_homeownership_proxy,old_homeownership_proxy,young_housing_burden_proxy
2083,low_immigration,0.267776729879954,0.375651982920371,0.343387525683365,0.0131837615163097,52.0033707999481,0.7635591113939881,1.104731880990072,0.07957173963421028,0.22,0.48074764899771416,52.08376246701554,0.3864111952629376,0.7590904478655968,1.1290872084271373
2084,low_immigration,0.267737369550367,0.375484253951886,0.343541672893367,0.01323670360438,52.0138747476149,0.7633694848045707,1.1045224143121126,0.07955385526843446,0.22,0.4809399334154173,52.08914895066951,0.38643502433818455,0.7590921817323463,1.128867700128657
2085,low_immigration,0.267697990122097,0.375316375162493,0.343695939139636,0.0132896955757746,52.0243876504314,0.7631795452907681,1.104312641784431,0.07953595846079846,0.22,0.481132372725555,52.094539670717175,0.3864588932817972,0.7590939184518065,1.1286478761104872
2086,low_immigration,0.267743704821119,0.375019612366327,0.343836092270927,0.0134005905416279,52.0260138809124,0.7625472480431199,1.1036146086459597,0.07952969374079416,0.22,0.48135145880813157,52.099925022568655,0.3865383554943044,0.7590996998251275,1.1279290315322472
2087,low_immigration,0.267789472105565,0.37472251508567,0.343976402521768,0.013511610286998,52.0276421118716,0.7619141014292836,1.102916079952389,0.07952342219293615,0.22,0.48157079071205466,52.10531640234146,0.38661793050375565,0.7591054888696737,1.1272114493147776
2088,low_immigration,0.267835293610927,0.37442507636748,0.344116876605206,0.0136227534163877,52.0292721509659,0.7612800886854529,1.1022170387262624,0.07951714379461534,0.22,0.4817903729777953,52.11071387311276,0.3866976204378864,0.7591112857383351,1.1264951096260067
2089,low_immigration,0.267881166557714,0.374127309670727,0.344257501963441,0.0137340218081172,52.0309038143028,0.7606452377513051,1.10151751727901,0.07951085867458706,0.22,0.48201019641074533,52.11611728965636,0.38677742180559055,0.7591170901752708,1.125778279475369
2090,low_immigration,0.267927098932979,0.373829208044134,0.344398278956138,0.0138454140667499,52.0325371304215,0.7600095150992274,1.1008174801799122,0.07950456820768274,0.22,0.48223025888065235,52.12152647683155,0.38685733884207274,0.759122902486637,1.1250609226743442
2091,low_immigration,0.267828745441908,0.37349285306758,0.344870469793501,0.0138079316970112,52.0429833529137,0.7596765076741576,1.1004509608155875,0.07946443091593666,0.22,0.4826362495251749,52.13154826739549,0.3868992038167201,0.7591259470824883,1.1246844287255091
2092,low_immigration,0.267730354615262,0.373156351238823,0.345342860273249,0.0137704338726661,52.0534340240205,0.7593429302796721,1.1000839364702355,0.0794242773334929,0.22,0.4830424115390342,52.141574232814214,0.3869411421224029,0.7591289968630744,1.1243022998106078
2093,low_immigration,0.267631917043271,0.372819698311961,0.34581546547654,0.0137329191682277,52.0638894881578,0.7590087940916419,1.099716420020882,0.07938410515667747,0.22,0.4834487586238003,52.1516047959045,0.3869831523620148,0.7591320517260848,1.1239145525057703
2094,low_immigration,0.267533442052522,0.372482895937942,0.34628827459708,0.0136953874124563,52.0743492982089,0.7586740823462605,1.0993483936133288,0.07934391652814166,0.22,0.4838552795007044,52.1616395721024,0.3870252366512415,0.7591351118246489,1.1235262867811175
2095,low_immigration,0.26743491648768,0.372145947416293,0.346761297834217,0.0136578382618094,52.0848139277266,0.7583388285711408,1.0989798946879774,0.0793037087351857,0.22,0.48426198501327183,52.171678985135095,0.38706739078244673,0.7591381768521076,1.1231375408978936
2096,low_immigration,0.267157147217914,0.371913182480118,0.347244673012071,0.0136849972898974,52.1037803588507,0.7586449468508363,1.0993163640198382,0.07922979742434758,0.22,0.4847631311890845,52.187035801269815,0.3870289000223335,0.7591353781943495,1.1234692546838392
2097,low_immigration,0.266879353754737,0.37168041214601,0.347728074007483,0.0137121600917702,52.1227481081212,0.7589518083259463,1.0996537536242024,0.07915588049407268,0.22,0.48526430762611744,52.20239367224077,0.3869903172302606,0.7591325727197149,1.1237968026747878
2098,low_immigration,0.266601539962364,0.371447613695912,0.34821152238286,0.0137393239588637,52.1417174386142,0.7592593682929873,1.0999920151116032,0.07908195754499524,0.22,0.4857655307131967,52.21775287906116,0.386951648037382,0.7591297608367478,1.124120132575341
2099,low_immigration,0.266323696366407,0.371214797940434,0.348695015391448,0.0137664903017112,52.1606886280113,0.7595676658675075,1.1003311922629135,0.07900802708733341,0.22,0.4862668006688823,52.233113575619036,0.38691288753615627,0.7591269421876748,1.1244443823979193
2100,low_immigration,0.266045829887082,0.370981959151575,0.349178553119518,0.0137936578418253,52.1796614354714,0.7598766842857003,1.1006712674094705,0.07893409032849466,0.22,0.4867681153821467,52.24847560354211,0.3868740378448021,0.7591241169256021,1.1247695337432837
2020,medium_immigration,0.31886598407606,0.383868770453639,0.291250211726979,0.0060150337433209,49.5040238818664,0.6639564363285899,1.0,0.09126329887168334,0.22,0.41970882331186093,49.928308042379754,0.39899999999999997,0.7599999999999999,1.0
2021,medium_immigration,0.318413705093974,0.380356332178792,0.295014759286662,0.0062152034405733,49.6060054008664,0.6593543412163854,0.9954084783013362,0.09097061339050784,0.22,0.4233449106904157,50.01761905152624,0.3995850400717441,0.760041968596373,1.0080279986210239
2022,medium_immigration,0.317968115031207,0.376895759772462,0.298723708859821,0.0064124163365084,49.7064806470251,0.6547840777784586,0.9908695792098822,0.09068225209435095,0.22,0.42692729542201546,50.10561086241372,0.4001663172367934,0.7600836419349916,1.0158497630660026
2023,medium_immigration,0.317529045662669,0.373485929681351,0.302378285344594,0.0066067393113855,49.8054832057641,0.6502453358843923,0.986382468560647,0.09039811617826149,0.22,0.4304571653409812,50.19231295679241,0.4007438635766273,0.7601250229465261,1.0111708925763225
2024,medium_immigration,0.317096373440077,0.370125718455318,0.305979674440901,0.0067982336637039,49.9030447017209,0.6457376880571246,0.981946209827057,0.09011811667185943,0.22,0.4339356612781329,50.27775308035964,0.40131772629035556,0.7601661156293039,1.0065460112619156
2025,medium_immigration,0.316669956768509,0.366814051836025,0.309529030457215,0.0069869609382504,49.9991965204611,0.6412607682868838,0.9775599412393418,0.08984216334005336,0.22,0.4373638987406426,50.36195867431201,0.4018879449458887,0.7602069234188873,1.0019741832742577
2026,medium_immigration,0.315405146575553,0.367275201701207,0.309943975144682,0.0073756765785582,50.0555088217958,0.6443909676745534,0.980624692908311,0.08958926834018804,0.22,0.4382769145645833,50.4042475734675,0.4014892280647351,0.7601783916857776,1.0050406619839227
2027,medium_immigration,0.314152846255314,0.367731793510943,0.310354811399298,0.0077605488344443,50.1112642016156,0.6475099856033921,0.9836880537622331,0.08933887481927094,0.22,0.439180897272071,50.446118157968485,0.40109206505481454,0.7601499595602307,1.0081089030913253
2028,medium_immigration,0.31291286975059,0.368183890123625,0.310761606382266,0.0081416337435197,50.1664709200201,0.6506178863346577,0.9867500142538489,0.08909094530192918,0.22,0.4400759856506187,50.48757673618738,0.4006964468226205,0.7601216264812648,1.0111787225938054
2029,medium_immigration,0.311685029471742,0.36863156185936,0.311164419486225,0.008518989182673,50.2211372148837,0.6537147704511881,0.9898106013957362,0.08884544238604804,0.22,0.4409623133812469,50.52862954404055,0.4003023596581421,0.7600933915564546,1.0142473833485015
2030,medium_immigration,0.310469154526731,0.369074865552124,0.311563312846218,0.0088926670749281,50.2752709214009,0.656800682656467,0.9928697877741075,0.08860233160124764,0.22,0.4418400087500219,50.56928239849192,0.3999097969696047,0.760065254402516,1.01731485366319
2031,medium_immigration,0.308862022578101,0.371617612480378,0.310361993470815,0.0091583714707055,50.2937749848994,0.6640660827979445,1.0001096524807485,0.08838861365360302,0.22,0.4412390250606533,50.58148480415603,0.3989860647315317,0.7599990000227741,1.0246658941950157
2032,medium_immigration,0.307268065172471,0.374139508032562,0.309170530809959,0.009421895985008,50.3121276170529,0.6713088434189558,1.0073795023999192,0.08817664727973454,0.22,0.44064297433959965,50.593587303223686,0.39806592587963086,0.7599329396383752,1.03205107537241
2033,medium_immigration,0.305687127768889,0.376640808727302,0.307988793612055,0.0096832698917533,50.3303301387043,0.6785292467102408,1.0146795114643605,0.08796641258915719,0.22,0.44005178798809413,50.60559086798398,0.39714934382539846,0.7598670707922227,1.0394705761489498
2034,medium_immigration,0.304119055088015,0.379121755849189,0.30681667356398,0.0099425154988161,50.3483845526336,0.6857275580987334,1.0220098418957693,0.0877578886910687,0.22,0.4394654118933143,50.61749672995323,0.3962362841091575,0.759801391177889,1.0469207706379802
2035,medium_immigration,0.302563674614341,0.381582608989884,0.305654053415348,0.0101996629804273,50.3662931450651,0.6929041156545281,1.0293707356954283,0.08755105190959864,0.22,0.4388837935640466,50.62930648345904,0.3953267030671256,0.7597358978237672,1.054401906212488
2036,medium_immigration,0.301506749844363,0.38386374568941,0.304192906341232,0.0104365981249948,50.3808217971257,0.6987772984430194,1.0354342066904576,0.08744399097867742,0.22,0.4379405415429497,50.625806247360615,0.3945828545598058,0.7596822899996013,1.0605537786625336
2037,medium_immigration,0.300454657865201,0.386134444698115,0.302738447488792,0.0106724499478928,50.395284061859,0.7046383554115891,1.0415207649717189,0.08733741918874054,0.22,0.4370016090132362,50.622322160545586,0.3938410283096103,0.7596287847031977,1.0667431119978212
2038,medium_immigration,0.299407381998172,0.388394776118146,0.30129061698055,0.0109072249031326,50.4096799558222,0.7104873927310109,1.0476305094382061,0.08723133672609587,0.22,0.43606695039558857,50.61885351418856,0.39310121096437484,0.7595753810160857,1.0729700877638237
2039,medium_immigration,0.29836485735813,0.39064482269919,0.299849390936088,0.0111409290065918,50.4240107653401,0.7163246227428317,1.053763652558072,0.08712573386724405,0.22,0.43513655934469236,50.615401149655526,0.39236337575105207,0.7595220770495019,1.0792208100234253
2040,medium_immigration,0.297327083700321,0.392884634819615,0.298414708990492,0.0113735724895724,50.4382761950703,0.7221500901505351,1.0599202334412736,0.08702061332914945,0.22,0.4342103907770098,50.6119641759862,0.39162751709644583,0.7594688724445753,1.0854953178624502
2041,medium_immigration,0.296284625460294,0.393995467696537,0.298292930215669,0.0114269766274991,50.4586805105836,0.7262062719091773,1.064228193586021,0.08685236832457421,0.22,0.43430522233980723,50.62940044589691,0.39111544076491267,0.759431822161494,1.0898764349534544
2042,medium_immigration,0.295246356326899,0.395101856407939,0.298171621409823,0.0114801658553389,50.4790025297447,0.7302639679983258,1.0685552812313182,0.08668480049435442,0.22,0.4343996550896109,50.64676625106356,0.3906034130645664,0.7593947541448999,1.0942676993301281
2043,medium_immigration,0.294212257986236,0.396203793783216,0.298050806117913,0.0115331421126354,50.4992429667618,0.7343231393024325,1.07290154531323,0.0865179054150488,0.22,0.43449371470955817,50.66406244203453,0.390091440211705,0.7593576687479582,1.0986690753188342
2044,medium_immigration,0.293182300020861,0.397301313482955,0.297930481094208,0.0115859054019753,50.5194026496461,0.7383838417008519,1.0772671368768223,0.08635167824615195,0.22,0.43458740284343583,50.6812894862793,0.389579516440619,0.759320565455953,1.1030900394643004
2045,medium_immigration,0.292156463467602,0.398394453720351,0.297810624037858,0.0116384587741888,50.5394813169841,0.7424461198970675,1.0816521963139027,0.08618611691749174,0.22,0.4346807050107019,50.69844736268687,0.3890676374071586,0.7592834438560848,1.1075307339057077
2046,medium_immigration,0.290970829621239,0.397980690241052,0.299535620953605,0.0115128591841046,50.5746141008076,0.7444893261417747,1.083864494156758,0.08590252047993042,0.22,0.4362980076807528,50.74986510581563,0.3888102696691757,0.7592647713071247,1.1097465786676828
2047,medium_immigration,0.289793041384014,0.397569674908922,0.301249191637682,0.0113880920693812,50.6095143383012,0.7465348485857248,1.0860838323849953,0.08562080122447378,0.22,0.4379045991287548,50.800942416649484,0.3885526722524204,0.759246076599922,1.1119519230542856
