Notes,State,State Code,Year,Year Code,Age of Mother 10,Age of Mother 10 Code,Births,pull_year
,Colorado,08,2016,2016,18 - 19 years,18-19,1877,2016
,Colorado,08,2016,2016,20-24 years,20-24,6267,2016
,Colorado,08,2016,2016,25-29 years,25-29,7284,2016
,Colorado,08,2016,2016,30-34 years,30-34,6866,2016
,Colorado,08,2016,2016,35-39 years,35-39,2572,2016
,Colorado,08,2016,2016,40-44 years,40-44,461,2016
,Colorado,08,2016,2016,45-49 years,45-49,38,2016
,Connecticut,09,2016,2016,Under 15 years,15-,16,2016
,Connecticut,09,2016,2016,15 - 17 years,15-17,239,2016
,Connecticut,09,2016,2016,18 - 19 years,18-19,732,2016
,Connecticut,09,2016,2016,20-24 years,20-24,2750,2016
,Connecticut,09,2016,2016,25-29 years,25-29,4204,2016
,Connecticut,09,2016,2016,30-34 years,30-34,4643,2016
,Connecticut,09,2016,2016,35-39 years,35-39,1681,2016
,Connecticut,09,2016,2016,40-44 years,40-44,341,2016
,Connecticut,09,2016,2016,45-49 years,45-49,47,2016
,Delaware,10,2016,2016,Under 15 years,15-,13,2016
,Delaware,10,2016,2016,15 - 17 years,15-17,139,2016
,Delaware,10,2016,2016,18 - 19 years,18-19,338,2016
,Delaware,10,2016,2016,20-24 years,20-24,1136,2016
,Delaware,10,2016,2016,25-29 years,25-29,1292,2016
,Delaware,10,2016,2016,30-34 years,30-34,973,2016
,Delaware,10,2016,2016,35-39 years,35-39,324,2016
,Delaware,10,2016,2016,40-44 years,40-44,65,2016
,Delaware,10,2016,2016,45-49 years,45-49,12,2016
,District of Columbia,11,2016,2016,15 - 17 years,15-17,127,2016
,District of Columbia,11,2016,2016,18 - 19 years,18-19,253,2016
,District of Columbia,11,2016,2016,20-24 years,20-24,779,2016
,District of Columbia,11,2016,2016,25-29 years,25-29,808,2016
,District of Columbia,11,2016,2016,30-34 years,30-34,1543,2016
,District of Columbia,11,2016,2016,35-39 years,35-39,825,2016
,District of Columbia,11,2016,2016,40-44 years,40-44,154,2016
,District of Columbia,11,2016,2016,45-49 years,45-49,27,2016
,Florida,12,2016,2016,Under 15 years,15-,113,2016
,Florida,12,2016,2016,15 - 17 years,15-17,2624,2016
,Florida,12,2016,2016,18 - 19 years,18-19,6653,2016
,Florida,12,2016,2016,20-24 years,20-24,24286,2016
,Florida,12,2016,2016,25-29 years,25-29,25933,2016
,Florida,12,2016,2016,30-34 years,30-34,19635,2016
,Florida,12,2016,2016,35-39 years,35-39,7641,2016
,Florida,12,2016,2016,40-44 years,40-44,1633,2016
,Florida,12,2016,2016,45-49 years,45-49,146,2016
,Florida,12,2016,2016,50 years and over,50+,16,2016
,Georgia,13,2016,2016,Under 15 years,15-,98,2016
,Georgia,13,2016,2016,15 - 17 years,15-17,1973,2016
,Georgia,13,2016,2016,18 - 19 years,18-19,4792,2016
,Georgia,13,2016,2016,20-24 years,20-24,15094,2016
,Georgia,13,2016,2016,25-29 years,25-29,13457,2016
,Georgia,13,2016,2016,30-34 years,30-34,9309,2016
,Georgia,13,2016,2016,35-39 years,35-39,3461,2016
,Georgia,13,2016,2016,40-44 years,40-44,750,2016
,Georgia,13,2016,2016,45-49 years,45-49,80,2016
,Hawaii,15,2016,2016,15 - 17 years,15-17,135,2016
,Hawaii,15,2016,2016,18 - 19 years,18-19,475,2016
,Hawaii,15,2016,2016,20-24 years,20-24,1967,2016
,Hawaii,15,2016,2016,25-29 years,25-29,1854,2016
,Hawaii,15,2016,2016,30-34 years,30-34,1644,2016
,Hawaii,15,2016,2016,35-39 years,35-39,759,2016
,Hawaii,15,2016,2016,40-44 years,40-44,202,2016
,Hawaii,15,2016,2016,45-49 years,45-49,19,2016
,Idaho,16,2016,2016,15 - 17 years,15-17,260,2016
,Idaho,16,2016,2016,18 - 19 years,18-19,723,2016
,Idaho,16,2016,2016,20-24 years,20-24,3009,2016
,Idaho,16,2016,2016,25-29 years,25-29,2073,2016
,Idaho,16,2016,2016,30-34 years,30-34,1069,2016
,Idaho,16,2016,2016,35-39 years,35-39,343,2016
,Idaho,16,2016,2016,40-44 years,40-44,61,2016
,Illinois,17,2016,2016,Under 15 years,15-,76,2016
,Illinois,17,2016,2016,15 - 17 years,15-17,1865,2016
,Illinois,17,2016,2016,18 - 19 years,18-19,4500,2016
,Illinois,17,2016,2016,20-24 years,20-24,14192,2016
,Illinois,17,2016,2016,25-29 years,25-29,16383,2016
,Illinois,17,2016,2016,30-34 years,30-34,14704,2016
,Illinois,17,2016,2016,35-39 years,35-39,5224,2016
,Illinois,17,2016,2016,40-44 years,40-44,971,2016
,Illinois,17,2016,2016,45-49 years,45-49,93,2016
,Illinois,17,2016,2016,50 years and over,50+,11,2016
,Indiana,18,2016,2016,Under 15 years,15-,45,2016
,Indiana,18,2016,2016,15 - 17 years,15-17,1230,2016
,Indiana,18,2016,2016,18 - 19 years,18-19,3189,2016
,Indiana,18,2016,2016,20-24 years,20-24,9926,2016
,Indiana,18,2016,2016,25-29 years,25-29,9330,2016
,Indiana,18,2016,2016,30-34 years,30-34,5183,2016
,Indiana,18,2016,2016,35-39 years,35-39,1554,2016
,Indiana,18,2016,2016,40-44 years,40-44,264,2016
,Indiana,18,2016,2016,45-49 years,45-49,17,2016
,Iowa,19,2016,2016,Under 15 years,15-,10,2016
,Iowa,19,2016,2016,15 - 17 years,15-17,367,2016
,Iowa,19,2016,2016,18 - 19 years,18-19,1136,2016
,Iowa,19,2016,2016,20-24 years,20-24,4170,2016
,Iowa,19,2016,2016,25-29 years,25-29,4840,2016
,Iowa,19,2016,2016,30-34 years,30-34,2447,2016
,Iowa,19,2016,2016,35-39 years,35-39,656,2016
,Iowa,19,2016,2016,40-44 years,40-44,118,2016
,Kansas,20,2016,2016,Under 15 years,15-,22,2016
,Kansas,20,2016,2016,15 - 17 years,15-17,519,2016
,Kansas,20,2016,2016,18 - 19 years,18-19,1300,2016
,Kansas,20,2016,2016,20-24 years,20-24,4207,2016
,Kansas,20,2016,2016,25-29 years,25-29,4028,2016
,Kansas,20,2016,2016,30-34 years,30-34,2430,2016
,Kansas,20,2016,2016,35-39 years,35-39,678,2016
,Kansas,20,2016,2016,40-44 years,40-44,96,2016
,Kentucky,21,2016,2016,Under 15 years,15-,42,2016
,Kentucky,21,2016,2016,15 - 17 years,15-17,952,2016
,Kentucky,21,2016,2016,18 - 19 years,18-19,2656,2016
,Kentucky,21,2016,2016,20-24 years,20-24,7104,2016
,Kentucky,21,2016,2016,25-29 years,25-29,5891,2016
,Kentucky,21,2016,2016,30-34 years,30-34,3189,2016
,Kentucky,21,2016,2016,35-39 years,35-39,996,2016
,Kentucky,21,2016,2016,40-44 years,40-44,165,2016
,Kentucky,21,2016,2016,45-49 years,45-49,13,2016
,Louisiana,22,2016,2016,Under 15 years,15-,79,2016
,Louisiana,22,2016,2016,15 - 17 years,15-17,1053,2016
,Louisiana,22,2016,2016,18 - 19 years,18-19,2653,2016
,Louisiana,22,2016,2016,20-24 years,20-24,7975,2016
,Louisiana,22,2016,2016,25-29 years,25-29,6148,2016
,Louisiana,22,2016,2016,30-34 years,30-34,3491,2016
,Louisiana,22,2016,2016,35-39 years,35-39,1095,2016
,Louisiana,22,2016,2016,40-44 years,40-44,210,2016
,Louisiana,22,2016,2016,45-49 years,45-49,14,2016
,Maine,23,2016,2016,15 - 17 years,15-17,99,2016
,Maine,23,2016,2016,18 - 19 years,18-19,391,2016
,Maine,23,2016,2016,20-24 years,20-24,1457,2016
,Maine,23,2016,2016,25-29 years,25-29,1671,2016
,Maine,23,2016,2016,30-34 years,30-34,1192,2016
,Maine,23,2016,2016,35-39 years,35-39,429,2016
,Maine,23,2016,2016,40-44 years,40-44,89,2016
,Maryland,24,2016,2016,Under 15 years,15-,37,2016
,Maryland,24,2016,2016,15 - 17 years,15-17,732,2016
,Maryland,24,2016,2016,18 - 19 years,18-19,1818,2016
,Maryland,24,2016,2016,20-24 years,20-24,6411,2016
,Maryland,24,2016,2016,25-29 years,25-29,8277,2016
,Maryland,24,2016,2016,30-34 years,30-34,7581,2016
,Maryland,24,2016,2016,35-39 years,35-39,2924,2016
,Maryland,24,2016,2016,40-44 years,40-44,627,2016
,Maryland,24,2016,2016,45-49 years,45-49,63,2016
,Maryland,24,2016,2016,50 years and over,50+,14,2016
,Massachusetts,25,2016,2016,Under 15 years,15-,12,2016
,Massachusetts,25,2016,2016,15 - 17 years,15-17,456,2016
,Massachusetts,25,2016,2016,18 - 19 years,18-19,1221,2016
,Massachusetts,25,2016,2016,20-24 years,20-24,4980,2016
,Massachusetts,25,2016,2016,25-29 years,25-29,8443,2016
,Massachusetts,25,2016,2016,30-34 years,30-34,10819,2016
,Massachusetts,25,2016,2016,35-39 years,35-39,4060,2016
,Massachusetts,25,2016,2016,40-44 years,40-44,830,2016
,Massachusetts,25,2016,2016,45-49 years,45-49,64,2016
,Massachusetts,25,2016,2016,50 years and over,50+,11,2016
,Michigan,26,2016,2016,Under 15 years,15-,41,2016
,Michigan,26,2016,2016,15 - 17 years,15-17,1312,2016
,Michigan,26,2016,2016,18 - 19 years,18-19,3450,2016
,Michigan,26,2016,2016,20-24 years,20-24,12131,2016
,Michigan,26,2016,2016,25-29 years,25-29,13145,2016
,Michigan,26,2016,2016,30-34 years,30-34,8522,2016
,Michigan,26,2016,2016,35-39 years,35-39,2635,2016
,Michigan,26,2016,2016,40-44 years,40-44,488,2016
,Michigan,26,2016,2016,45-49 years,45-49,31,2016
,Minnesota,27,2016,2016,Under 15 years,15-,15,2016
,Minnesota,27,2016,2016,15 - 17 years,15-17,490,2016
,Minnesota,27,2016,2016,18 - 19 years,18-19,1389,2016
,Minnesota,27,2016,2016,20-24 years,20-24,5460,2016
,Minnesota,27,2016,2016,25-29 years,25-29,8612,2016
,Minnesota,27,2016,2016,30-34 years,30-34,6639,2016
,Minnesota,27,2016,2016,35-39 years,35-39,2147,2016
,Minnesota,27,2016,2016,40-44 years,40-44,351,2016
,Minnesota,27,2016,2016,45-49 years,45-49,33,2016
,Mississippi,28,2016,2016,Under 15 years,15-,51,2016
,Mississippi,28,2016,2016,15 - 17 years,15-17,836,2016
,Mississippi,28,2016,2016,18 - 19 years,18-19,1895,2016
,Mississippi,28,2016,2016,20-24 years,20-24,5425,2016
,Mississippi,28,2016,2016,25-29 years,25-29,3443,2016
,Mississippi,28,2016,2016,30-34 years,30-34,1552,2016
,Mississippi,28,2016,2016,35-39 years,35-39,493,2016
,Mississippi,28,2016,2016,40-44 years,40-44,77,2016
,Missouri,29,2016,2016,Under 15 years,15-,35,2016
,Missouri,29,2016,2016,15 - 17 years,15-17,1021,2016
,Missouri,29,2016,2016,18 - 19 years,18-19,2731,2016
,Missouri,29,2016,2016,20-24 years,20-24,8826,2016
,Missouri,29,2016,2016,25-29 years,25-29,8167,2016
,Missouri,29,2016,2016,30-34 years,30-34,5017,2016
,Missouri,29,2016,2016,35-39 years,35-39,1468,2016
,Missouri,29,2016,2016,40-44 years,40-44,245,2016
,Missouri,29,2016,2016,45-49 years,45-49,19,2016
,Montana,30,2016,2016,15 - 17 years,15-17,156,2016
,Montana,30,2016,2016,18 - 19 years,18-19,450,2016
,Montana,30,2016,2016,20-24 years,20-24,1368,2016
,Montana,30,2016,2016,25-29 years,25-29,1324,2016
,Montana,30,2016,2016,30-34 years,30-34,861,2016
,Montana,30,2016,2016,35-39 years,35-39,305,2016
,Montana,30,2016,2016,40-44 years,40-44,50,2016
,Nebraska,31,2016,2016,Under 15 years,15-,13,2016
,Nebraska,31,2016,2016,15 - 17 years,15-17,298,2016
,Nebraska,31,2016,2016,18 - 19 years,18-19,715,2016
,Nebraska,31,2016,2016,20-24 years,20-24,2454,2016
,Nebraska,31,2016,2016,25-29 years,25-29,3093,2016
,Nebraska,31,2016,2016,30-34 years,30-34,1731,2016
,Nebraska,31,2016,2016,35-39 years,35-39,476,2016
,Nebraska,31,2016,2016,40-44 years,40-44,80,2016
,Nevada,32,2016,2016,Under 15 years,15-,16,2016
,Nevada,32,2016,2016,15 - 17 years,15-17,503,2016
,Nevada,32,2016,2016,18 - 19 years,18-19,1218,2016
,Nevada,32,2016,2016,20-24 years,20-24,4031,2016
,Nevada,32,2016,2016,25-29 years,25-29,3674,2016
,Nevada,32,2016,2016,30-34 years,30-34,2634,2016
,Nevada,32,2016,2016,35-39 years,35-39,1016,2016
,Nevada,32,2016,2016,40-44 years,40-44,221,2016
,Nevada,32,2016,2016,45-49 years,45-49,17,2016
,New Hampshire,33,2016,2016,15 - 17 years,15-17,82,2016
,New Hampshire,33,2016,2016,18 - 19 years,18-19,271,2016
,New Hampshire,33,2016,2016,20-24 years,20-24,1168,2016
,New Hampshire,33,2016,2016,25-29 years,25-29,1672,2016
,New Hampshire,33,2016,2016,30-34 years,30-34,1493,2016
,New Hampshire,33,2016,2016,35-39 years,35-39,492,2016
,New Hampshire,33,2016,2016,40-44 years,40-44,60,2016
,New Jersey,34,2016,2016,Under 15 years,15-,27,2016
,New Jersey,34,2016,2016,15 - 17 years,15-17,735,2016
,New Jersey,34,2016,2016,18 - 19 years,18-19,1849,2016
,New Jersey,34,2016,2016,20-24 years,20-24,8057,2016
,New Jersey,34,2016,2016,25-29 years,25-29,11676,2016
,New Jersey,34,2016,2016,30-34 years,30-34,12785,2016
,New Jersey,34,2016,2016,35-39 years,35-39,4895,2016
,New Jersey,34,2016,2016,40-44 years,40-44,1010,2016
,New Jersey,34,2016,2016,45-49 years,45-49,143,2016
,New Jersey,34,2016,2016,50 years and over,50+,21,2016
,New Mexico,35,2016,2016,Under 15 years,15-,20,2016
,New Mexico,35,2016,2016,15 - 17 years,15-17,575,2016
,New Mexico,35,2016,2016,18 - 19 years,18-19,1131,2016
,New Mexico,35,2016,2016,20-24 years,20-24,3097,2016
,New Mexico,35,2016,2016,25-29 years,25-29,2180,2016
,New Mexico,35,2016,2016,30-34 years,30-34,1224,2016
,New Mexico,35,2016,2016,35-39 years,35-39,462,2016
,New Mexico,35,2016,2016,40-44 years,40-44,85,2016
,New Mexico,35,2016,2016,45-49 years,45-49,10,2016
,New York,36,2016,2016,Under 15 years,15-,85,2016
,New York,36,2016,2016,15 - 17 years,15-17,1900,2016
,New York,36,2016,2016,18 - 19 years,18-19,4985,2016
,New York,36,2016,2016,20-24 years,20-24,21658,2016
,New York,36,2016,2016,25-29 years,25-29,26415,2016
,New York,36,2016,2016,30-34 years,30-34,25876,2016
,New York,36,2016,2016,35-39 years,35-39,11465,2016
,New York,36,2016,2016,40-44 years,40-44,2543,2016
,New York,36,2016,2016,45-49 years,45-49,313,2016
,New York,36,2016,2016,50 years and over,50+,26,2016
,North Carolina,37,2016,2016,Under 15 years,15-,72,2016
,North Carolina,37,2016,2016,15 - 17 years,15-17,1794,2016
,North Carolina,37,2016,2016,18 - 19 years,18-19,4270,2016
,North Carolina,37,2016,2016,20-24 years,20-24,14228,2016
,North Carolina,37,2016,2016,25-29 years,25-29,13706,2016
,North Carolina,37,2016,2016,30-34 years,30-34,9527,2016
,North Carolina,37,2016,2016,35-39 years,35-39,3353,2016
,North Carolina,37,2016,2016,40-44 years,40-44,645,2016
,North Carolina,37,2016,2016,45-49 years,45-49,46,2016
,North Dakota,38,2016,2016,15 - 17 years,15-17,97,2016
,North Dakota,38,2016,2016,18 - 19 years,18-19,295,2016
,North Dakota,38,2016,2016,20-24 years,20-24,1211,2016
,North Dakota,38,2016,2016,25-29 years,25-29,1527,2016
,North Dakota,38,2016,2016,30-34 years,30-34,672,2016
,North Dakota,38,2016,2016,35-39 years,35-39,187,2016
,North Dakota,38,2016,2016,40-44 years,40-44,43,2016
,Ohio,39,2016,2016,Under 15 years,15-,88,2016
,Ohio,39,2016,2016,15 - 17 years,15-17,1891,2016
,Ohio,39,2016,2016,18 - 19 years,18-19,4973,2016
,Ohio,39,2016,2016,20-24 years,20-24,15629,2016
,Ohio,39,2016,2016,25-29 years,25-29,15322,2016
,Ohio,39,2016,2016,30-34 years,30-34,9872,2016
,Ohio,39,2016,2016,35-39 years,35-39,3018,2016
,Ohio,39,2016,2016,40-44 years,40-44,488,2016
,Ohio,39,2016,2016,45-49 years,45-49,38,2016
,Oklahoma,40,2016,2016,Under 15 years,15-,49,2016
,Oklahoma,40,2016,2016,15 - 17 years,15-17,1023,2016
,Oklahoma,40,2016,2016,18 - 19 years,18-19,2455,2016
,Oklahoma,40,2016,2016,20-24 years,20-24,6595,2016
,Oklahoma,40,2016,2016,25-29 years,25-29,4974,2016
,Oklahoma,40,2016,2016,30-34 years,30-34,2772,2016
,Oklahoma,40,2016,2016,35-39 years,35-39,775,2016
,Oklahoma,40,2016,2016,40-44 years,40-44,118,2016
,Oklahoma,40,2016,2016,45-49 years,45-49,11,2016
,Oregon,41,2016,2016,Under 15 years,15-,10,2016
,Oregon,41,2016,2016,15 - 17 years,15-17,453,2016
,Oregon,41,2016,2016,18 - 19 years,18-19,1276,2016
,Oregon,41,2016,2016,20-24 years,20-24,4501,2016
,Oregon,41,2016,2016,25-29 years,25-29,5026,2016
,Oregon,41,2016,2016,30-34 years,30-34,4316,2016
,Oregon,41,2016,2016,35-39 years,35-39,1772,2016
,Oregon,41,2016,2016,40-44 years,40-44,338,2016
,Oregon,41,2016,2016,45-49 years,45-49,29,2016
,Pennsylvania,42,2016,2016,Under 15 years,15-,65,2016
,Pennsylvania,42,2016,2016,15 - 17 years,15-17,1536,2016
,Pennsylvania,42,2016,2016,18 - 19 years,18-19,3791,2016
,Pennsylvania,42,2016,2016,20-24 years,20-24,13563,2016
,Pennsylvania,42,2016,2016,25-29 years,25-29,16268,2016
,Pennsylvania,42,2016,2016,30-34 years,30-34,13228,2016
,Pennsylvania,42,2016,2016,35-39 years,35-39,4127,2016
,Pennsylvania,42,2016,2016,40-44 years,40-44,716,2016
,Pennsylvania,42,2016,2016,45-49 years,45-49,64,2016
,Rhode Island,44,2016,2016,15 - 17 years,15-17,102,2016
,Rhode Island,44,2016,2016,18 - 19 years,18-19,300,2016
,Rhode Island,44,2016,2016,20-24 years,20-24,984,2016
,Rhode Island,44,2016,2016,25-29 years,25-29,1217,2016
,Rhode Island,44,2016,2016,30-34 years,30-34,1137,2016
,Rhode Island,44,2016,2016,35-39 years,35-39,399,2016
,Rhode Island,44,2016,2016,40-44 years,40-44,70,2016
,South Carolina,45,2016,2016,Under 15 years,15-,43,2016
,South Carolina,45,2016,2016,15 - 17 years,15-17,876,2016
,South Carolina,45,2016,2016,18 - 19 years,18-19,2243,2016
,South Carolina,45,2016,2016,20-24 years,20-24,6816,2016
,South Carolina,45,2016,2016,25-29 years,25-29,6248,2016
,South Carolina,45,2016,2016,30-34 years,30-34,3948,2016
,South Carolina,45,2016,2016,35-39 years,35-39,1368,2016
,South Carolina,45,2016,2016,40-44 years,40-44,236,2016
,South Carolina,45,2016,2016,45-49 years,45-49,14,2016
,South Dakota,46,2016,2016,15 - 17 years,15-17,185,2016
,South Dakota,46,2016,2016,18 - 19 years,18-19,384,2016
,South Dakota,46,2016,2016,20-24 years,20-24,1259,2016
,South Dakota,46,2016,2016,25-29 years,25-29,1423,2016
,South Dakota,46,2016,2016,30-34 years,30-34,605,2016
,South Dakota,46,2016,2016,35-39 years,35-39,180,2016
,South Dakota,46,2016,2016,40-44 years,40-44,27,2016
,Tennessee,47,2016,2016,Under 15 years,15-,64,2016
,Tennessee,47,2016,2016,15 - 17 years,15-17,1225,2016
,Tennessee,47,2016,2016,18 - 19 years,18-19,3287,2016
,Tennessee,47,2016,2016,20-24 years,20-24,9536,2016
,Tennessee,47,2016,2016,25-29 years,25-29,8064,2016
,Tennessee,47,2016,2016,30-34 years,30-34,4992,2016
,Tennessee,47,2016,2016,35-39 years,35-39,1594,2016
,Tennessee,47,2016,2016,40-44 years,40-44,261,2016
,Tennessee,47,2016,2016,45-49 years,45-49,22,2016
,Texas,48,2016,2016,Under 15 years,15-,398,2016
,Texas,48,2016,2016,15 - 17 years,15-17,8082,2016
,Texas,48,2016,2016,18 - 19 years,18-19,15939,2016
,Texas,48,2016,2016,20-24 years,20-24,44218,2016
,Texas,48,2016,2016,25-29 years,25-29,39550,2016
,Texas,48,2016,2016,30-34 years,30-34,28327,2016
,Texas,48,2016,2016,35-39 years,35-39,10077,2016
,Texas,48,2016,2016,40-44 years,40-44,2080,2016
,Texas,48,2016,2016,45-49 years,45-49,176,2016
,Texas,48,2016,2016,50 years and over,50+,19,2016
,Utah,49,2016,2016,Under 15 years,15-,10,2016
,Utah,49,2016,2016,15 - 17 years,15-17,415,2016
,Utah,49,2016,2016,18 - 19 years,18-19,1161,2016
,Utah,49,2016,2016,20-24 years,20-24,6060,2016
,Utah,49,2016,2016,25-29 years,25-29,5250,2016
,Utah,49,2016,2016,30-34 years,30-34,2175,2016
,Utah,49,2016,2016,35-39 years,35-39,816,2016
,Utah,49,2016,2016,40-44 years,40-44,138,2016
,Utah,49,2016,2016,45-49 years,45-49,10,2016
,Vermont,50,2016,2016,15 - 17 years,15-17,47,2016
,Vermont,50,2016,2016,18 - 19 years,18-19,147,2016
,Vermont,50,2016,2016,20-24 years,20-24,563,2016
,Vermont,50,2016,2016,25-29 years,25-29,701,2016
,Vermont,50,2016,2016,30-34 years,30-34,620,2016
,Vermont,50,2016,2016,35-39 years,35-39,271,2016
,Vermont,50,2016,2016,40-44 years,40-44,43,2016
,Virginia,51,2016,2016,Under 15 years,15-,45,2016
,Virginia,51,2016,2016,15 - 17 years,15-17,921,2016
,Virginia,51,2016,2016,18 - 19 years,18-19,2605,2016
,Virginia,51,2016,2016,20-24 years,20-24,10373,2016
,Virginia,51,2016,2016,25-29 years,25-29,11866,2016
,Virginia,51,2016,2016,30-34 years,30-34,10169,2016
,Virginia,51,2016,2016,35-39 years,35-39,3809,2016
,Virginia,51,2016,2016,40-44 years,40-44,767,2016
,Virginia,51,2016,2016,45-49 years,45-49,80,2016
,Washington,53,2016,2016,Under 15 years,15-,34,2016
,Washington,53,2016,2016,15 - 17 years,15-17,800,2016
,Washington,53,2016,2016,18 - 19 years,18-19,2253,2016
,Washington,53,2016,2016,20-24 years,20-24,8682,2016
,Washington,53,2016,2016,25-29 years,25-29,10571,2016
,Washington,53,2016,2016,30-34 years,30-34,9383,2016
,Washington,53,2016,2016,35-39 years,35-39,3593,2016
,Washington,53,2016,2016,40-44 years,40-44,602,2016
,Washington,53,2016,2016,45-49 years,45-49,66,2016
,Washington,53,2016,2016,50 years and over,50+,14,2016
,West Virginia,54,2016,2016,Under 15 years,15-,17,2016
,West Virginia,54,2016,2016,15 - 17 years,15-17,342,2016
,West Virginia,54,2016,2016,18 - 19 years,18-19,963,2016
,West Virginia,54,2016,2016,20-24 years,20-24,2624,2016
,West Virginia,54,2016,2016,25-29 years,25-29,2009,2016
,West Virginia,54,2016,2016,30-34 years,30-34,1028,2016
,West Virginia,54,2016,2016,35-39 years,35-39,337,2016
,West Virginia,54,2016,2016,40-44 years,40-44,50,2016
,Wisconsin,55,2016,2016,Under 15 years,15-,22,2016
,Wisconsin,55,2016,2016,15 - 17 years,15-17,626,2016
,Wisconsin,55,2016,2016,18 - 19 years,18-19,1744,2016
,Wisconsin,55,2016,2016,20-24 years,20-24,6007,2016
,Wisconsin,55,2016,2016,25-29 years,25-29,8013,2016
,Wisconsin,55,2016,2016,30-34 years,30-34,5500,2016
,Wisconsin,55,2016,2016,35-39 years,35-39,1632,2016
,Wisconsin,55,2016,2016,40-44 years,40-44,227,2016
,Wisconsin,55,2016,2016,45-49 years,45-49,13,2016
,Wyoming,56,2016,2016,15 - 17 years,15-17,97,2016
,Wyoming,56,2016,2016,18 - 19 years,18-19,302,2016
,Wyoming,56,2016,2016,20-24 years,20-24,876,2016
,Wyoming,56,2016,2016,25-29 years,25-29,752,2016
,Wyoming,56,2016,2016,30-34 years,30-34,407,2016
,Wyoming,56,2016,2016,35-39 years,35-39,142,2016
,Wyoming,56,2016,2016,40-44 years,40-44,24,2016
---,,,,,,,,2016
"Dataset: Natality, 2007-2024",,,,,,,,2016
Query Parameters:,,,,,,,,2016
Live Birth Order: 1st child born alive to mother,,,,,,,,2016
Year: 2016,,,,,,,,2016
Group By: State; Year; Age of Mother 10,,,,,,,,2016
Show Totals: Disabled,,,,,,,,2016
Show Zero Values: False,,,,,,,,2016
Show Suppressed: False,,,,,,,,2016
"Calculate Rates Per: 1,000",,,,,,,,2016
Population Option: No populations shown because rates were not selected.,,,,,,,,2016
---,,,,,,,,2016
Help: See http://wonder.cdc.gov/wonder/help/natality.html for more information.,,,,,,,,2016
---,,,,,,,,2016
"Query Date: Mar 28, 2026 5:17:55 AM",,,,,,,,2016
---,,,,,,,,2016
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics",,,,,,,,2016
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2007-2024, as compiled from data provided by",,,,,,,,2016
the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at,,,,,,,,2016
"http://wonder.cdc.gov/natality-current.html on Mar 28, 2026 5:17:55 AM",,,,,,,,2016
---,,,,,,,,2016
Messages:,,,,,,,,2016
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,,,,2016
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,,,,2016
2. Rows with zero Births are hidden. Use Quick Options above to show zero rows.,,,,,,,,2016
3. Rows with suppressed Births are hidden. Use Quick Options above to show suppressed rows.,,,,,,,,2016
---,,,,,,,,2016
Caveats:,,,,,,,,2016
1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:,,,,,,,,2016
http://wonder.cdc.gov/wonder/help/natality.html#Assurance of Confidentiality.,,,,,,,,2016
2. Each birth record represents one liveborn infant.,,,,,,,,2016
,Alabama,01,2017,2017,Under 15 years,15-,44,2017
,Alabama,01,2017,2017,15 - 17 years,15-17,1006,2017
,Alabama,01,2017,2017,18 - 19 years,18-19,2545,2017
,Alabama,01,2017,2017,20-24 years,20-24,7854,2017
,Alabama,01,2017,2017,25-29 years,25-29,6359,2017
,Alabama,01,2017,2017,30-34 years,30-34,3308,2017
,Alabama,01,2017,2017,35-39 years,35-39,1047,2017
,Alabama,01,2017,2017,40-44 years,40-44,178,2017
,Alabama,01,2017,2017,45-49 years,45-49,13,2017
,Alaska,02,2017,2017,15 - 17 years,15-17,109,2017
,Alaska,02,2017,2017,18 - 19 years,18-19,310,2017
,Alaska,02,2017,2017,20-24 years,20-24,1148,2017
,Alaska,02,2017,2017,25-29 years,25-29,1069,2017
,Alaska,02,2017,2017,30-34 years,30-34,679,2017
,Alaska,02,2017,2017,35-39 years,35-39,274,2017
,Alaska,02,2017,2017,40-44 years,40-44,42,2017
,Arizona,04,2017,2017,Under 15 years,15-,35,2017
,Arizona,04,2017,2017,15 - 17 years,15-17,1191,2017
,Arizona,04,2017,2017,18 - 19 years,18-19,3009,2017
,Arizona,04,2017,2017,20-24 years,20-24,9284,2017
,Arizona,04,2017,2017,25-29 years,25-29,7961,2017
,Arizona,04,2017,2017,30-34 years,30-34,5127,2017
,Arizona,04,2017,2017,35-39 years,35-39,1920,2017
,Arizona,04,2017,2017,40-44 years,40-44,384,2017
,Arizona,04,2017,2017,45-49 years,45-49,43,2017
,Arkansas,05,2017,2017,Under 15 years,15-,48,2017
,Arkansas,05,2017,2017,15 - 17 years,15-17,686,2017
,Arkansas,05,2017,2017,18 - 19 years,18-19,1879,2017
,Arkansas,05,2017,2017,20-24 years,20-24,4907,2017
,Arkansas,05,2017,2017,25-29 years,25-29,3568,2017
,Arkansas,05,2017,2017,30-34 years,30-34,1714,2017
,Arkansas,05,2017,2017,35-39 years,35-39,507,2017
,Arkansas,05,2017,2017,40-44 years,40-44,87,2017
,California,06,2017,2017,Under 15 years,15-,150,2017
