Notes,State,State Code,Year,Year Code,Age of Mother 10,Age of Mother 10 Code,Births,pull_year
1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:,,,,,,,,2007
http://wonder.cdc.gov/wonder/help/natality.html#Assurance of Confidentiality.,,,,,,,,2007
2. Each birth record represents one liveborn infant.,,,,,,,,2007
,Alabama,01,2008,2008,Under 15 years,15-,155,2008
,Alabama,01,2008,2008,15 - 17 years,15-17,2338,2008
,Alabama,01,2008,2008,18 - 19 years,18-19,4579,2008
,Alabama,01,2008,2008,20-24 years,20-24,9516,2008
,Alabama,01,2008,2008,25-29 years,25-29,6382,2008
,Alabama,01,2008,2008,30-34 years,30-34,2760,2008
,Alabama,01,2008,2008,35-39 years,35-39,1017,2008
,Alabama,01,2008,2008,40-44 years,40-44,178,2008
,Alaska,02,2008,2008,15 - 17 years,15-17,254,2008
,Alaska,02,2008,2008,18 - 19 years,18-19,630,2008
,Alaska,02,2008,2008,20-24 years,20-24,1588,2008
,Alaska,02,2008,2008,25-29 years,25-29,1019,2008
,Alaska,02,2008,2008,30-34 years,30-34,561,2008
,Alaska,02,2008,2008,35-39 years,35-39,217,2008
,Alaska,02,2008,2008,40-44 years,40-44,37,2008
,Arizona,04,2008,2008,Under 15 years,15-,161,2008
,Arizona,04,2008,2008,15 - 17 years,15-17,3695,2008
,Arizona,04,2008,2008,18 - 19 years,18-19,5669,2008
,Arizona,04,2008,2008,20-24 years,20-24,11569,2008
,Arizona,04,2008,2008,25-29 years,25-29,8247,2008
,Arizona,04,2008,2008,30-34 years,30-34,4633,2008
,Arizona,04,2008,2008,35-39 years,35-39,1923,2008
,Arizona,04,2008,2008,40-44 years,40-44,345,2008
,Arizona,04,2008,2008,45-49 years,45-49,21,2008
,Arkansas,05,2008,2008,Under 15 years,15-,72,2008
,Arkansas,05,2008,2008,15 - 17 years,15-17,1608,2008
,Arkansas,05,2008,2008,18 - 19 years,18-19,3093,2008
,Arkansas,05,2008,2008,20-24 years,20-24,5960,2008
,Arkansas,05,2008,2008,25-29 years,25-29,3554,2008
,Arkansas,05,2008,2008,30-34 years,30-34,1425,2008
,Arkansas,05,2008,2008,35-39 years,35-39,450,2008
,Arkansas,05,2008,2008,40-44 years,40-44,82,2008
,California,06,2008,2008,Under 15 years,15-,617,2008
,California,06,2008,2008,15 - 17 years,15-17,15567,2008
,California,06,2008,2008,18 - 19 years,18-19,26925,2008
,California,06,2008,2008,20-24 years,20-24,61151,2008
,California,06,2008,2008,25-29 years,25-29,51431,2008
,California,06,2008,2008,30-34 years,30-34,38694,2008
,California,06,2008,2008,35-39 years,35-39,18176,2008
,California,06,2008,2008,40-44 years,40-44,4186,2008
,California,06,2008,2008,45-49 years,45-49,384,2008
,California,06,2008,2008,50 years and over,50+,38,2008
,Colorado,08,2008,2008,Under 15 years,15-,82,2008
,Colorado,08,2008,2008,15 - 17 years,15-17,1988,2008
,Colorado,08,2008,2008,18 - 19 years,18-19,3378,2008
,Colorado,08,2008,2008,20-24 years,20-24,7823,2008
,Colorado,08,2008,2008,25-29 years,25-29,7313,2008
,Colorado,08,2008,2008,30-34 years,30-34,5461,2008
,Colorado,08,2008,2008,35-39 years,35-39,2310,2008
,Colorado,08,2008,2008,40-44 years,40-44,428,2008
,Colorado,08,2008,2008,45-49 years,45-49,28,2008
,Connecticut,09,2008,2008,Under 15 years,15-,26,2008
,Connecticut,09,2008,2008,15 - 17 years,15-17,792,2008
,Connecticut,09,2008,2008,18 - 19 years,18-19,1558,2008
,Connecticut,09,2008,2008,20-24 years,20-24,3954,2008
,Connecticut,09,2008,2008,25-29 years,25-29,4714,2008
,Connecticut,09,2008,2008,30-34 years,30-34,4112,2008
,Connecticut,09,2008,2008,35-39 years,35-39,1808,2008
,Connecticut,09,2008,2008,40-44 years,40-44,405,2008
,Connecticut,09,2008,2008,45-49 years,45-49,25,2008
,Delaware,10,2008,2008,Under 15 years,15-,23,2008
,Delaware,10,2008,2008,15 - 17 years,15-17,333,2008
,Delaware,10,2008,2008,18 - 19 years,18-19,669,2008
,Delaware,10,2008,2008,20-24 years,20-24,1504,2008
,Delaware,10,2008,2008,25-29 years,25-29,1284,2008
,Delaware,10,2008,2008,30-34 years,30-34,779,2008
,Delaware,10,2008,2008,35-39 years,35-39,300,2008
,Delaware,10,2008,2008,40-44 years,40-44,63,2008
,District of Columbia,11,2008,2008,Under 15 years,15-,31,2008
,District of Columbia,11,2008,2008,15 - 17 years,15-17,358,2008
,District of Columbia,11,2008,2008,18 - 19 years,18-19,520,2008
,District of Columbia,11,2008,2008,20-24 years,20-24,854,2008
,District of Columbia,11,2008,2008,25-29 years,25-29,759,2008
,District of Columbia,11,2008,2008,30-34 years,30-34,1018,2008
,District of Columbia,11,2008,2008,35-39 years,35-39,550,2008
,District of Columbia,11,2008,2008,40-44 years,40-44,109,2008
,District of Columbia,11,2008,2008,45-49 years,45-49,19,2008
,Florida,12,2008,2008,Under 15 years,15-,349,2008
,Florida,12,2008,2008,15 - 17 years,15-17,6512,2008
,Florida,12,2008,2008,18 - 19 years,18-19,12851,2008
,Florida,12,2008,2008,20-24 years,20-24,29963,2008
,Florida,12,2008,2008,25-29 years,25-29,24034,2008
,Florida,12,2008,2008,30-34 years,30-34,15094,2008
,Florida,12,2008,2008,35-39 years,35-39,6580,2008
,Florida,12,2008,2008,40-44 years,40-44,1377,2008
,Florida,12,2008,2008,45-49 years,45-49,106,2008
,Georgia,13,2008,2008,Under 15 years,15-,226,2008
,Georgia,13,2008,2008,15 - 17 years,15-17,4531,2008
,Georgia,13,2008,2008,18 - 19 years,18-19,8048,2008
,Georgia,13,2008,2008,20-24 years,20-24,16830,2008
,Georgia,13,2008,2008,25-29 years,25-29,12824,2008
,Georgia,13,2008,2008,30-34 years,30-34,7857,2008
,Georgia,13,2008,2008,35-39 years,35-39,3278,2008
,Georgia,13,2008,2008,40-44 years,40-44,633,2008
,Georgia,13,2008,2008,45-49 years,45-49,60,2008
,Hawaii,15,2008,2008,Under 15 years,15-,15,2008
,Hawaii,15,2008,2008,15 - 17 years,15-17,396,2008
,Hawaii,15,2008,2008,18 - 19 years,18-19,953,2008
,Hawaii,15,2008,2008,20-24 years,20-24,2421,2008
,Hawaii,15,2008,2008,25-29 years,25-29,1833,2008
,Hawaii,15,2008,2008,30-34 years,30-34,1437,2008
,Hawaii,15,2008,2008,35-39 years,35-39,706,2008
,Hawaii,15,2008,2008,40-44 years,40-44,152,2008
,Hawaii,15,2008,2008,45-49 years,45-49,12,2008
,Idaho,16,2008,2008,Under 15 years,15-,18,2008
,Idaho,16,2008,2008,15 - 17 years,15-17,587,2008
,Idaho,16,2008,2008,18 - 19 years,18-19,1262,2008
,Idaho,16,2008,2008,20-24 years,20-24,3669,2008
,Idaho,16,2008,2008,25-29 years,25-29,2219,2008
,Idaho,16,2008,2008,30-34 years,30-34,917,2008
,Idaho,16,2008,2008,35-39 years,35-39,349,2008
,Idaho,16,2008,2008,40-44 years,40-44,53,2008
,Illinois,17,2008,2008,Under 15 years,15-,247,2008
,Illinois,17,2008,2008,15 - 17 years,15-17,5112,2008
,Illinois,17,2008,2008,18 - 19 years,18-19,8971,2008
,Illinois,17,2008,2008,20-24 years,20-24,18770,2008
,Illinois,17,2008,2008,25-29 years,25-29,18651,2008
,Illinois,17,2008,2008,30-34 years,30-34,12920,2008
,Illinois,17,2008,2008,35-39 years,35-39,4686,2008
,Illinois,17,2008,2008,40-44 years,40-44,989,2008
,Illinois,17,2008,2008,45-49 years,45-49,93,2008
,Indiana,18,2008,2008,Under 15 years,15-,113,2008
,Indiana,18,2008,2008,15 - 17 years,15-17,2532,2008
,Indiana,18,2008,2008,18 - 19 years,18-19,5328,2008
,Indiana,18,2008,2008,20-24 years,20-24,11857,2008
,Indiana,18,2008,2008,25-29 years,25-29,9168,2008
,Indiana,18,2008,2008,30-34 years,30-34,4234,2008
,Indiana,18,2008,2008,35-39 years,35-39,1448,2008
,Indiana,18,2008,2008,40-44 years,40-44,263,2008
,Indiana,18,2008,2008,45-49 years,45-49,21,2008
,Iowa,19,2008,2008,Under 15 years,15-,36,2008
,Iowa,19,2008,2008,15 - 17 years,15-17,950,2008
,Iowa,19,2008,2008,18 - 19 years,18-19,2033,2008
,Iowa,19,2008,2008,20-24 years,20-24,4959,2008
,Iowa,19,2008,2008,25-29 years,25-29,4761,2008
,Iowa,19,2008,2008,30-34 years,30-34,1896,2008
,Iowa,19,2008,2008,35-39 years,35-39,564,2008
,Iowa,19,2008,2008,40-44 years,40-44,109,2008
,Kansas,20,2008,2008,Under 15 years,15-,40,2008
,Kansas,20,2008,2008,15 - 17 years,15-17,1147,2008
,Kansas,20,2008,2008,18 - 19 years,18-19,2395,2008
,Kansas,20,2008,2008,20-24 years,20-24,5419,2008
,Kansas,20,2008,2008,25-29 years,25-29,4290,2008
,Kansas,20,2008,2008,30-34 years,30-34,1860,2008
,Kansas,20,2008,2008,35-39 years,35-39,589,2008
,Kansas,20,2008,2008,40-44 years,40-44,89,2008
,Kansas,20,2008,2008,45-49 years,45-49,14,2008
,Kentucky,21,2008,2008,Under 15 years,15-,90,2008
,Kentucky,21,2008,2008,15 - 17 years,15-17,1943,2008
,Kentucky,21,2008,2008,18 - 19 years,18-19,4228,2008
,Kentucky,21,2008,2008,20-24 years,20-24,8290,2008
,Kentucky,21,2008,2008,25-29 years,25-29,5980,2008
,Kentucky,21,2008,2008,30-34 years,30-34,2660,2008
,Kentucky,21,2008,2008,35-39 years,35-39,865,2008
,Kentucky,21,2008,2008,40-44 years,40-44,149,2008
,Louisiana,22,2008,2008,Under 15 years,15-,136,2008
,Louisiana,22,2008,2008,15 - 17 years,15-17,2320,2008
,Louisiana,22,2008,2008,18 - 19 years,18-19,4649,2008
,Louisiana,22,2008,2008,20-24 years,20-24,9350,2008
,Louisiana,22,2008,2008,25-29 years,25-29,5865,2008
,Louisiana,22,2008,2008,30-34 years,30-34,2470,2008
,Louisiana,22,2008,2008,35-39 years,35-39,871,2008
,Louisiana,22,2008,2008,40-44 years,40-44,161,2008
,Louisiana,22,2008,2008,45-49 years,45-49,15,2008
,Maine,23,2008,2008,15 - 17 years,15-17,256,2008
,Maine,23,2008,2008,18 - 19 years,18-19,693,2008
,Maine,23,2008,2008,20-24 years,20-24,1956,2008
,Maine,23,2008,2008,25-29 years,25-29,1743,2008
,Maine,23,2008,2008,30-34 years,30-34,980,2008
,Maine,23,2008,2008,35-39 years,35-39,433,2008
,Maine,23,2008,2008,40-44 years,40-44,70,2008
,Maryland,24,2008,2008,Under 15 years,15-,98,2008
,Maryland,24,2008,2008,15 - 17 years,15-17,1843,2008
,Maryland,24,2008,2008,18 - 19 years,18-19,3492,2008
,Maryland,24,2008,2008,20-24 years,20-24,8591,2008
,Maryland,24,2008,2008,25-29 years,25-29,8554,2008
,Maryland,24,2008,2008,30-34 years,30-34,6395,2008
,Maryland,24,2008,2008,35-39 years,35-39,2739,2008
,Maryland,24,2008,2008,40-44 years,40-44,619,2008
,Maryland,24,2008,2008,45-49 years,45-49,46,2008
,Massachusetts,25,2008,2008,Under 15 years,15-,39,2008
,Massachusetts,25,2008,2008,15 - 17 years,15-17,1268,2008
,Massachusetts,25,2008,2008,18 - 19 years,18-19,2698,2008
,Massachusetts,25,2008,2008,20-24 years,20-24,7300,2008
,Massachusetts,25,2008,2008,25-29 years,25-29,9327,2008
,Massachusetts,25,2008,2008,30-34 years,30-34,9193,2008
,Massachusetts,25,2008,2008,35-39 years,35-39,3969,2008
,Massachusetts,25,2008,2008,40-44 years,40-44,902,2008
,Massachusetts,25,2008,2008,45-49 years,45-49,75,2008
,Michigan,26,2008,2008,Under 15 years,15-,142,2008
,Michigan,26,2008,2008,15 - 17 years,15-17,3294,2008
,Michigan,26,2008,2008,18 - 19 years,18-19,6537,2008
,Michigan,26,2008,2008,20-24 years,20-24,14671,2008
,Michigan,26,2008,2008,25-29 years,25-29,13320,2008
,Michigan,26,2008,2008,30-34 years,30-34,7082,2008
,Michigan,26,2008,2008,35-39 years,35-39,2640,2008
,Michigan,26,2008,2008,40-44 years,40-44,526,2008
,Michigan,26,2008,2008,45-49 years,45-49,42,2008
,Minnesota,27,2008,2008,Under 15 years,15-,66,2008
,Minnesota,27,2008,2008,15 - 17 years,15-17,1260,2008
,Minnesota,27,2008,2008,18 - 19 years,18-19,2701,2008
,Minnesota,27,2008,2008,20-24 years,20-24,7714,2008
,Minnesota,27,2008,2008,25-29 years,25-29,9515,2008
,Minnesota,27,2008,2008,30-34 years,30-34,5199,2008
,Minnesota,27,2008,2008,35-39 years,35-39,1776,2008
,Minnesota,27,2008,2008,40-44 years,40-44,318,2008
,Minnesota,27,2008,2008,45-49 years,45-49,23,2008
,Mississippi,28,2008,2008,Under 15 years,15-,132,2008
,Mississippi,28,2008,2008,15 - 17 years,15-17,1992,2008
,Mississippi,28,2008,2008,18 - 19 years,18-19,3495,2008
,Mississippi,28,2008,2008,20-24 years,20-24,6423,2008
,Mississippi,28,2008,2008,25-29 years,25-29,3635,2008
,Mississippi,28,2008,2008,30-34 years,30-34,1404,2008
,Mississippi,28,2008,2008,35-39 years,35-39,481,2008
,Mississippi,28,2008,2008,40-44 years,40-44,88,2008
,Missouri,29,2008,2008,Under 15 years,15-,91,2008
,Missouri,29,2008,2008,15 - 17 years,15-17,2396,2008
,Missouri,29,2008,2008,18 - 19 years,18-19,4931,2008
,Missouri,29,2008,2008,20-24 years,20-24,10575,2008
,Missouri,29,2008,2008,25-29 years,25-29,8582,2008
,Missouri,29,2008,2008,30-34 years,30-34,3873,2008
,Missouri,29,2008,2008,35-39 years,35-39,1282,2008
,Missouri,29,2008,2008,40-44 years,40-44,234,2008
,Missouri,29,2008,2008,45-49 years,45-49,13,2008
,Montana,30,2008,2008,15 - 17 years,15-17,332,2008
,Montana,30,2008,2008,18 - 19 years,18-19,747,2008
,Montana,30,2008,2008,20-24 years,20-24,1702,2008
,Montana,30,2008,2008,25-29 years,25-29,1372,2008
,Montana,30,2008,2008,30-34 years,30-34,659,2008
,Montana,30,2008,2008,35-39 years,35-39,238,2008
,Montana,30,2008,2008,40-44 years,40-44,47,2008
,Nebraska,31,2008,2008,Under 15 years,15-,23,2008
,Nebraska,31,2008,2008,15 - 17 years,15-17,604,2008
,Nebraska,31,2008,2008,18 - 19 years,18-19,1275,2008
,Nebraska,31,2008,2008,20-24 years,20-24,3202,2008
,Nebraska,31,2008,2008,25-29 years,25-29,3123,2008
,Nebraska,31,2008,2008,30-34 years,30-34,1252,2008
,Nebraska,31,2008,2008,35-39 years,35-39,394,2008
,Nebraska,31,2008,2008,40-44 years,40-44,81,2008
,Nevada,32,2008,2008,Under 15 years,15-,66,2008
,Nevada,32,2008,2008,15 - 17 years,15-17,1275,2008
,Nevada,32,2008,2008,18 - 19 years,18-19,2024,2008
,Nevada,32,2008,2008,20-24 years,20-24,4598,2008
,Nevada,32,2008,2008,25-29 years,25-29,3551,2008
,Nevada,32,2008,2008,30-34 years,30-34,1960,2008
,Nevada,32,2008,2008,35-39 years,35-39,908,2008
,Nevada,32,2008,2008,40-44 years,40-44,180,2008
,Nevada,32,2008,2008,45-49 years,45-49,17,2008
,New Hampshire,33,2008,2008,15 - 17 years,15-17,198,2008
,New Hampshire,33,2008,2008,18 - 19 years,18-19,588,2008
,New Hampshire,33,2008,2008,20-24 years,20-24,1624,2008
,New Hampshire,33,2008,2008,25-29 years,25-29,1688,2008
,New Hampshire,33,2008,2008,30-34 years,30-34,1228,2008
,New Hampshire,33,2008,2008,35-39 years,35-39,450,2008
,New Hampshire,33,2008,2008,40-44 years,40-44,110,2008
,New Jersey,34,2008,2008,Under 15 years,15-,65,2008
,New Jersey,34,2008,2008,15 - 17 years,15-17,1923,2008
,New Jersey,34,2008,2008,18 - 19 years,18-19,3844,2008
,New Jersey,34,2008,2008,20-24 years,20-24,10303,2008
,New Jersey,34,2008,2008,25-29 years,25-29,12907,2008
,New Jersey,34,2008,2008,30-34 years,30-34,11476,2008
,New Jersey,34,2008,2008,35-39 years,35-39,4692,2008
,New Jersey,34,2008,2008,40-44 years,40-44,1102,2008
,New Jersey,34,2008,2008,45-49 years,45-49,79,2008
,New Mexico,35,2008,2008,Under 15 years,15-,59,2008
,New Mexico,35,2008,2008,15 - 17 years,15-17,1405,2008
,New Mexico,35,2008,2008,18 - 19 years,18-19,2101,2008
,New Mexico,35,2008,2008,20-24 years,20-24,3954,2008
,New Mexico,35,2008,2008,25-29 years,25-29,2166,2008
,New Mexico,35,2008,2008,30-34 years,30-34,1103,2008
,New Mexico,35,2008,2008,35-39 years,35-39,453,2008
,New Mexico,35,2008,2008,40-44 years,40-44,122,2008
,New York,36,2008,2008,Under 15 years,15-,240,2008
,New York,36,2008,2008,15 - 17 years,15-17,4682,2008
,New York,36,2008,2008,18 - 19 years,18-19,9930,2008
,New York,36,2008,2008,20-24 years,20-24,28608,2008
,New York,36,2008,2008,25-29 years,25-29,27699,2008
,New York,36,2008,2008,30-34 years,30-34,23536,2008
,New York,36,2008,2008,35-39 years,35-39,11131,2008
,New York,36,2008,2008,40-44 years,40-44,2760,2008
,New York,36,2008,2008,45-49 years,45-49,274,2008
,New York,36,2008,2008,50 years and over,50+,31,2008
,North Carolina,37,2008,2008,Under 15 years,15-,232,2008
,North Carolina,37,2008,2008,15 - 17 years,15-17,4265,2008
,North Carolina,37,2008,2008,18 - 19 years,18-19,7925,2008
,North Carolina,37,2008,2008,20-24 years,20-24,16682,2008
,North Carolina,37,2008,2008,25-29 years,25-29,12884,2008
,North Carolina,37,2008,2008,30-34 years,30-34,7911,2008
,North Carolina,37,2008,2008,35-39 years,35-39,2986,2008
,North Carolina,37,2008,2008,40-44 years,40-44,588,2008
,North Carolina,37,2008,2008,45-49 years,45-49,33,2008
,North Dakota,38,2008,2008,15 - 17 years,15-17,159,2008
,North Dakota,38,2008,2008,18 - 19 years,18-19,400,2008
,North Dakota,38,2008,2008,20-24 years,20-24,1289,2008
,North Dakota,38,2008,2008,25-29 years,25-29,1220,2008
,North Dakota,38,2008,2008,30-34 years,30-34,416,2008
,North Dakota,38,2008,2008,35-39 years,35-39,122,2008
,North Dakota,38,2008,2008,40-44 years,40-44,17,2008
,Ohio,39,2008,2008,Under 15 years,15-,195,2008
,Ohio,39,2008,2008,15 - 17 years,15-17,4269,2008
,Ohio,39,2008,2008,18 - 19 years,18-19,8813,2008
,Ohio,39,2008,2008,20-24 years,20-24,18244,2008
,Ohio,39,2008,2008,25-29 years,25-29,15434,2008
,Ohio,39,2008,2008,30-34 years,30-34,8217,2008
,Ohio,39,2008,2008,35-39 years,35-39,2865,2008
,Ohio,39,2008,2008,40-44 years,40-44,543,2008
,Ohio,39,2008,2008,45-49 years,45-49,34,2008
,Oklahoma,40,2008,2008,Under 15 years,15-,89,2008
,Oklahoma,40,2008,2008,15 - 17 years,15-17,2051,2008
,Oklahoma,40,2008,2008,18 - 19 years,18-19,3880,2008
,Oklahoma,40,2008,2008,20-24 years,20-24,8081,2008
,Oklahoma,40,2008,2008,25-29 years,25-29,5077,2008
,Oklahoma,40,2008,2008,30-34 years,30-34,1877,2008
,Oklahoma,40,2008,2008,35-39 years,35-39,619,2008
,Oklahoma,40,2008,2008,40-44 years,40-44,105,2008
,Oregon,41,2008,2008,Under 15 years,15-,38,2008
,Oregon,41,2008,2008,15 - 17 years,15-17,1251,2008
,Oregon,41,2008,2008,18 - 19 years,18-19,2504,2008
,Oregon,41,2008,2008,20-24 years,20-24,6196,2008
,Oregon,41,2008,2008,25-29 years,25-29,5120,2008
,Oregon,41,2008,2008,30-34 years,30-34,3476,2008
,Oregon,41,2008,2008,35-39 years,35-39,1360,2008
,Oregon,41,2008,2008,40-44 years,40-44,236,2008
,Pennsylvania,42,2008,2008,Under 15 years,15-,154,2008
,Pennsylvania,42,2008,2008,15 - 17 years,15-17,3881,2008
,Pennsylvania,42,2008,2008,18 - 19 years,18-19,7387,2008
,Pennsylvania,42,2008,2008,20-24 years,20-24,17188,2008
,Pennsylvania,42,2008,2008,25-29 years,25-29,16725,2008
,Pennsylvania,42,2008,2008,30-34 years,30-34,10430,2008
,Pennsylvania,42,2008,2008,35-39 years,35-39,3941,2008
,Pennsylvania,42,2008,2008,40-44 years,40-44,756,2008
,Pennsylvania,42,2008,2008,45-49 years,45-49,62,2008
,Rhode Island,44,2008,2008,Under 15 years,15-,20,2008
,Rhode Island,44,2008,2008,15 - 17 years,15-17,331,2008
,Rhode Island,44,2008,2008,18 - 19 years,18-19,572,2008
,Rhode Island,44,2008,2008,20-24 years,20-24,1252,2008
,Rhode Island,44,2008,2008,25-29 years,25-29,1302,2008
,Rhode Island,44,2008,2008,30-34 years,30-34,1009,2008
,Rhode Island,44,2008,2008,35-39 years,35-39,402,2008
,Rhode Island,44,2008,2008,40-44 years,40-44,78,2008
,South Carolina,45,2008,2008,Under 15 years,15-,106,2008
,South Carolina,45,2008,2008,15 - 17 years,15-17,2296,2008
,South Carolina,45,2008,2008,18 - 19 years,18-19,4368,2008
,South Carolina,45,2008,2008,20-24 years,20-24,8334,2008
,South Carolina,45,2008,2008,25-29 years,25-29,6104,2008
,South Carolina,45,2008,2008,30-34 years,30-34,3085,2008
,South Carolina,45,2008,2008,35-39 years,35-39,1142,2008
,South Carolina,45,2008,2008,40-44 years,40-44,217,2008
,South Carolina,45,2008,2008,45-49 years,45-49,14,2008
,South Dakota,46,2008,2008,Under 15 years,15-,13,2008
,South Dakota,46,2008,2008,15 - 17 years,15-17,314,2008
,South Dakota,46,2008,2008,18 - 19 years,18-19,597,2008
,South Dakota,46,2008,2008,20-24 years,20-24,1560,2008
,South Dakota,46,2008,2008,25-29 years,25-29,1306,2008
,South Dakota,46,2008,2008,30-34 years,30-34,485,2008
,South Dakota,46,2008,2008,35-39 years,35-39,139,2008
,South Dakota,46,2008,2008,40-44 years,40-44,26,2008
,Tennessee,47,2008,2008,Under 15 years,15-,144,2008
,Tennessee,47,2008,2008,15 - 17 years,15-17,2967,2008
,Tennessee,47,2008,2008,18 - 19 years,18-19,5851,2008
,Tennessee,47,2008,2008,20-24 years,20-24,11751,2008
,Tennessee,47,2008,2008,25-29 years,25-29,8354,2008
,Tennessee,47,2008,2008,30-34 years,30-34,4201,2008
,Tennessee,47,2008,2008,35-39 years,35-39,1487,2008
,Tennessee,47,2008,2008,40-44 years,40-44,284,2008
,Tennessee,47,2008,2008,45-49 years,45-49,13,2008
,Texas,48,2008,2008,Under 15 years,15-,834,2008
,Texas,48,2008,2008,15 - 17 years,15-17,16692,2008
,Texas,48,2008,2008,18 - 19 years,18-19,25279,2008
,Texas,48,2008,2008,20-24 years,20-24,49088,2008
,Texas,48,2008,2008,25-29 years,25-29,36348,2008
,Texas,48,2008,2008,30-34 years,30-34,20201,2008
,Texas,48,2008,2008,35-39 years,35-39,7759,2008
,Texas,48,2008,2008,40-44 years,40-44,1468,2008
,Texas,48,2008,2008,45-49 years,45-49,101,2008
,Utah,49,2008,2008,Under 15 years,15-,31,2008
,Utah,49,2008,2008,15 - 17 years,15-17,1022,2008
,Utah,49,2008,2008,18 - 19 years,18-19,2044,2008
,Utah,49,2008,2008,20-24 years,20-24,7782,2008
,Utah,49,2008,2008,25-29 years,25-29,5409,2008
,Utah,49,2008,2008,30-34 years,30-34,1613,2008
,Utah,49,2008,2008,35-39 years,35-39,494,2008
,Utah,49,2008,2008,40-44 years,40-44,84,2008
,Vermont,50,2008,2008,15 - 17 years,15-17,86,2008
,Vermont,50,2008,2008,18 - 19 years,18-19,318,2008
,Vermont,50,2008,2008,20-24 years,20-24,814,2008
,Vermont,50,2008,2008,25-29 years,25-29,766,2008
,Vermont,50,2008,2008,30-34 years,30-34,566,2008
,Vermont,50,2008,2008,35-39 years,35-39,241,2008
,Vermont,50,2008,2008,40-44 years,40-44,46,2008
,Virginia,51,2008,2008,Under 15 years,15-,104,2008
,Virginia,51,2008,2008,15 - 17 years,15-17,2149,2008
,Virginia,51,2008,2008,18 - 19 years,18-19,5054,2008
,Virginia,51,2008,2008,20-24 years,20-24,13115,2008
,Virginia,51,2008,2008,25-29 years,25-29,11975,2008
,Virginia,51,2008,2008,30-34 years,30-34,8365,2008
,Virginia,51,2008,2008,35-39 years,35-39,3421,2008
,Virginia,51,2008,2008,40-44 years,40-44,765,2008
,Virginia,51,2008,2008,45-49 years,45-49,59,2008
,Washington,53,2008,2008,Under 15 years,15-,79,2008
,Washington,53,2008,2008,15 - 17 years,15-17,1932,2008
