fips,cbsa,metarea,metareano,state_fips,year,asfr_15_19,asfr_20_24,asfr_25_29,asfr_30_34,asfr_35_39,asfr_40_44,gfr_15_44,first_birth_proxy,first_births_total,first_birth_rate_15_44,mean_age_first_birth,median_age_first_birth,share_first_birth_15_19,share_first_birth_20_24,share_first_birth_25_29,share_first_birth_30_34,share_first_birth_35_44,share_first_birth_30_plus,completed_fertility_proxy
,,Vermont,,50,2015,,,,,,,,,2536,,27.724961,27.000000,0.086356,0.232256,0.284306,0.276814,0.120268,0.397082,
,,Vermont,,50,2016,,,,,,,,,2392,,27.783236,27.000000,0.081104,0.235368,0.293060,0.259197,0.131271,0.390468,
,,Vermont,,50,2017,,,,,,,,,2420,,28.266322,27.000000,0.075620,0.199174,0.297934,0.286777,0.140496,0.427273,
,,Vermont,,50,2018,,,,,,,,,2211,,28.284487,27.000000,0.070104,0.208051,0.289009,0.294889,0.137947,0.432836,
,,Vermont,,50,2019,,,,,,,,,2149,,28.492322,27.000000,0.059563,0.204281,0.285714,0.312704,0.137738,0.450442,
,,Vermont,,50,2020,,,,,,,,,2108,,28.812619,27.000000,0.061195,0.197818,0.265655,0.305977,0.169355,0.475332,
,,Vermont,,50,2021,,,,,,,,,2199,,29.023647,27.000000,0.052296,0.173715,0.279218,0.334243,0.160528,0.494770,
,,Vermont,,50,2022,,,,,,,,,2174,,29.311638,32.000000,0.042318,0.182153,0.257130,0.339006,0.179393,0.518399,
,,Vermont,,50,2023,,,,,,,,,2136,,29.267790,32.000000,0.049625,0.166667,0.272472,0.339419,0.171816,0.511236,
,,Vermont,,50,2024,,,,,,,,,2140,,29.192523,27.000000,0.050467,0.180374,0.271963,0.311215,0.185981,0.497196,
,,Virginia,,51,2007,,,,,,,,,46592,,25.957589,27.000000,0.165093,0.291724,0.263393,0.184452,0.095338,0.279791,
,,Virginia,,51,2008,,,,,,,,,45007,,26.003822,27.000000,0.162353,0.291399,0.266070,0.185860,0.094319,0.280179,
,,Virginia,,51,2009,,,,,,,,,44891,,26.129001,27.000000,0.154708,0.286472,0.272259,0.192377,0.094184,0.286561,
,,Virginia,,51,2010,,,,,,,,,43297,,26.307539,27.000000,0.143936,0.282491,0.278495,0.200314,0.094764,0.295078,
,,Virginia,,51,2011,,,,,,,,,43655,,26.576463,27.000000,0.128004,0.277563,0.284000,0.212164,0.098271,0.310434,
,,Virginia,,51,2012,,,,,,,,,43597,,26.750614,27.000000,0.118816,0.272565,0.285845,0.223731,0.099044,0.322775,
,,Virginia,,51,2013,,,,,,,,,42634,,26.956666,27.000000,0.107074,0.270019,0.287752,0.234531,0.100624,0.335155,
,,Virginia,,51,2014,,,,,,,,,42645,,27.161930,27.000000,0.097878,0.264392,0.289717,0.241388,0.106624,0.348013,
,,Virginia,,51,2015,,,,,,,,,41301,,27.223493,27.000000,0.094840,0.263044,0.291712,0.242076,0.108327,0.350403,
,,Virginia,,51,2016,,,,,,,,,40635,,27.426147,27.000000,0.087880,0.255273,0.292014,0.250252,0.114581,0.364833,
,,Virginia,,51,2017,,,,,,,,,39387,,27.449133,27.000000,0.087085,0.254576,0.291873,0.250362,0.116104,0.366466,
,,Virginia,,51,2018,,,,,,,,,38902,,27.597591,27.000000,0.085548,0.244666,0.293738,0.255283,0.120765,0.376048,
,,Virginia,,51,2019,,,,,,,,,38057,,27.680795,27.000000,0.081930,0.244291,0.291195,0.258507,0.124077,0.382584,
,,Virginia,,51,2020,,,,,,,,,37233,,27.760683,27.000000,0.080815,0.241882,0.286735,0.264040,0.126528,0.390568,
,,Virginia,,51,2021,,,,,,,,,37659,,27.969171,27.000000,0.073980,0.232454,0.287793,0.274463,0.131310,0.405773,
,,Virginia,,51,2022,,,,,,,,,37396,,28.022329,27.000000,0.072655,0.232244,0.289095,0.269280,0.136726,0.406006,
,,Virginia,,51,2023,,,,,,,,,36807,,28.047070,27.000000,0.073002,0.232510,0.283859,0.273997,0.136632,0.410628,
,,Virginia,,51,2024,,,,,,,,,37650,,28.173918,27.000000,0.070305,0.226720,0.287703,0.270704,0.144568,0.415272,
,,Washington,,53,2007,,,,,,,,,36809,,25.913133,27.000000,0.167839,0.295091,0.262409,0.176397,0.098264,0.274661,
,,Washington,,53,2008,,,,,,,,,37829,,25.900751,27.000000,0.163050,0.298871,0.268313,0.174998,0.094769,0.269767,
,,Washington,,53,2009,,,,,,,,,37347,,26.090141,27.000000,0.155059,0.290197,0.273837,0.185450,0.095456,0.280906,
,,Washington,,53,2010,,,,,,,,,36167,,26.464097,27.000000,0.139934,0.276357,0.278569,0.201593,0.103547,0.305140,
,,Washington,,53,2011,,,,,,,,,36081,,26.542405,27.000000,0.130401,0.277681,0.285303,0.206868,0.099748,0.306616,
,,Washington,,53,2012,,,,,,,,,35834,,26.697550,27.000000,0.121058,0.272618,0.287297,0.220489,0.098538,0.319027,
,,Washington,,53,2013,,,,,,,,,34850,,26.978594,27.000000,0.106399,0.270789,0.286485,0.230933,0.105395,0.336327,
,,Washington,,53,2014,,,,,,,,,35084,,27.102098,27.000000,0.099761,0.262940,0.292755,0.239568,0.104977,0.344545,
,,Washington,,53,2015,,,,,,,,,34801,,27.364616,27.000000,0.092928,0.252378,0.291428,0.250682,0.112583,0.363265,
,,Washington,,53,2016,,,,,,,,,35998,,27.603214,27.000000,0.085755,0.241180,0.293655,0.260653,0.118757,0.379410,
,,Washington,,53,2017,,,,,,,,,34611,,27.748967,27.000000,0.078270,0.241455,0.294386,0.260235,0.125654,0.385889,
,,Washington,,53,2018,,,,,,,,,33688,,27.964869,27.000000,0.071628,0.233496,0.292805,0.270541,0.131531,0.402072,
,,Washington,,53,2019,,,,,,,,,32531,,28.006517,27.000000,0.073253,0.230580,0.289416,0.271556,0.135194,0.406750,
,,Washington,,53,2020,,,,,,,,,32040,,28.183021,27.000000,0.066511,0.224501,0.287453,0.283801,0.137734,0.421536,
,,Washington,,53,2021,,,,,,,,,31702,,28.443899,27.000000,0.061163,0.213583,0.281591,0.296732,0.146931,0.443663,
,,Washington,,53,2022,,,,,,,,,31626,,28.528711,27.000000,0.057200,0.219756,0.275375,0.295327,0.152343,0.447670,
,,Washington,,53,2023,,,,,,,,,31580,,28.609500,27.000000,0.060291,0.208993,0.272958,0.303388,0.154370,0.457758,
,,Washington,,53,2024,,,,,,,,,32814,,28.641281,27.000000,0.057689,0.213324,0.268574,0.304047,0.156366,0.460413,
,,West Virginia,,54,2007,,,,,,,,,9171,,23.951314,22.000000,0.247956,0.360266,0.239123,0.104024,0.048632,0.152655,
,,West Virginia,,54,2008,,,,,,,,,9021,,23.796198,22.000000,0.257067,0.356834,0.241658,0.100321,0.044119,0.144441,
,,West Virginia,,54,2009,,,,,,,,,9056,,23.707873,22.000000,0.264134,0.355234,0.238074,0.103246,0.039311,0.142557,
,,West Virginia,,54,2010,,,,,,,,,8746,,23.938315,22.000000,0.250172,0.352275,0.241939,0.114109,0.041505,0.155614,
,,West Virginia,,54,2011,,,,,,,,,8719,,23.998796,22.000000,0.238101,0.363688,0.240968,0.116183,0.041060,0.157243,
,,West Virginia,,54,2012,,,,,,,,,8721,,24.096205,22.000000,0.232657,0.359362,0.243665,0.124412,0.039904,0.164316,
,,West Virginia,,54,2013,,,,,,,,,8639,,24.232839,22.000000,0.215071,0.372960,0.245283,0.122352,0.044334,0.166686,
,,West Virginia,,54,2014,,,,,,,,,8026,,24.450972,22.000000,0.203215,0.364939,0.253800,0.131199,0.046848,0.178046,
,,West Virginia,,54,2015,,,,,,,,,7700,,24.832338,22.000000,0.180000,0.358831,0.268831,0.136753,0.055584,0.192338,
,,West Virginia,,54,2016,,,,,,,,,7370,,24.825170,22.000000,0.179376,0.356038,0.272592,0.139484,0.052510,0.191995,
,,West Virginia,,54,2017,,,,,,,,,7061,,25.009064,22.000000,0.161167,0.366237,0.275032,0.142473,0.055091,0.197564,
,,West Virginia,,54,2018,,,,,,,,,6897,,25.017616,22.000000,0.160215,0.366101,0.277512,0.139191,0.056981,0.196172,
,,West Virginia,,54,2019,,,,,,,,,6762,,24.971088,22.000000,0.160012,0.374593,0.271074,0.137533,0.056788,0.194321,
,,West Virginia,,54,2020,,,,,,,,,6525,,25.131571,22.000000,0.148046,0.370268,0.276782,0.148659,0.056245,0.204904,
,,West Virginia,,54,2021,,,,,,,,,6588,,25.145568,22.000000,0.138434,0.381906,0.280206,0.143594,0.055859,0.199454,
,,West Virginia,,54,2022,,,,,,,,,6493,,25.369321,27.000000,0.133682,0.360388,0.293393,0.155552,0.056984,0.212537,
,,West Virginia,,54,2023,,,,,,,,,6549,,25.389525,27.000000,0.127500,0.365094,0.300046,0.149030,0.058330,0.207360,
,,West Virginia,,54,2024,,,,,,,,,6661,,25.653055,27.000000,0.120853,0.349647,0.301456,0.163189,0.064855,0.228044,
,,Wisconsin,,55,2007,,,,,,,,,28348,,25.261888,27.000000,0.183293,0.297305,0.299810,0.156413,0.063179,0.219592,
,,Wisconsin,,55,2008,,,,,,,,,28359,,25.332328,27.000000,0.176522,0.295074,0.306851,0.159702,0.061850,0.221552,
,,Wisconsin,,55,2009,,,,,,,,,27498,,25.394829,27.000000,0.174885,0.288385,0.313586,0.163939,0.059204,0.223144,
,,Wisconsin,,55,2010,,,,,,,,,26592,,25.647732,27.000000,0.159183,0.287229,0.313591,0.178136,0.061861,0.239997,
,,Wisconsin,,55,2011,,,,,,,,,26108,,25.842194,27.000000,0.143979,0.283055,0.324728,0.186878,0.061361,0.248238,
,,Wisconsin,,55,2012,,,,,,,,,25582,,26.033774,27.000000,0.138300,0.279024,0.318583,0.197248,0.066844,0.264092,
,,Wisconsin,,55,2013,,,,,,,,,25111,,26.208992,27.000000,0.126518,0.278006,0.319701,0.208076,0.067699,0.275776,
,,Wisconsin,,55,2014,,,,,,,,,24848,,26.420819,27.000000,0.115341,0.272215,0.323970,0.218046,0.070428,0.288474,
,,Wisconsin,,55,2015,,,,,,,,,24319,,26.586599,27.000000,0.106419,0.267281,0.327645,0.226325,0.072330,0.298655,
,,Wisconsin,,55,2016,,,,,,,,,23784,,26.808863,27.000000,0.100572,0.252565,0.336907,0.231248,0.078708,0.309956,
,,Wisconsin,,55,2017,,,,,,,,,22901,,26.850116,27.000000,0.094625,0.257543,0.337715,0.229946,0.080171,0.310117,
,,Wisconsin,,55,2018,,,,,,,,,22444,,27.088554,27.000000,0.090804,0.248396,0.327125,0.246881,0.086794,0.333675,
,,Wisconsin,,55,2019,,,,,,,,,22117,,27.081385,27.000000,0.088529,0.244020,0.339693,0.244563,0.083194,0.327757,
,,Wisconsin,,55,2020,,,,,,,,,21590,,27.226517,27.000000,0.084159,0.238768,0.338305,0.251181,0.087587,0.338768,
,,Wisconsin,,55,2021,,,,,,,,,21892,,27.407226,27.000000,0.074091,0.235428,0.339393,0.262927,0.088160,0.351087,
,,Wisconsin,,55,2022,,,,,,,,,21611,,27.522882,27.000000,0.074592,0.227569,0.336958,0.267086,0.093795,0.360881,
,,Wisconsin,,55,2023,,,,,,,,,22081,,27.471220,27.000000,0.074046,0.232960,0.339885,0.256827,0.096282,0.353109,
,,Wisconsin,,55,2024,,,,,,,,,22008,,27.538577,27.000000,0.073928,0.233779,0.330289,0.261178,0.100827,0.362005,
,,Wyoming,,56,2007,,,,,,,,,3166,,23.783165,22.000000,0.237524,0.388819,0.233733,0.101074,0.038850,0.139924,
,,Wyoming,,56,2008,,,,,,,,,3104,,23.787210,22.000000,0.238402,0.385954,0.240013,0.091495,0.044137,0.135631,
,,Wyoming,,56,2009,,,,,,,,,3057,,24.226366,22.000000,0.222113,0.362447,0.256788,0.107949,0.050703,0.158652,
,,Wyoming,,56,2010,,,,,,,,,3019,,24.418019,22.000000,0.202054,0.368996,0.263995,0.114939,0.050017,0.164955,
,,Wyoming,,56,2011,,,,,,,,,2815,,24.554707,22.000000,0.188632,0.362345,0.276732,0.130373,0.041918,0.172291,
,,Wyoming,,56,2012,,,,,,,,,2922,,24.770705,22.000000,0.186174,0.354209,0.276181,0.127995,0.055441,0.183436,
,,Wyoming,,56,2013,,,,,,,,,2891,,24.858181,22.000000,0.163265,0.369422,0.280872,0.138015,0.048426,0.186441,
,,Wyoming,,56,2014,,,,,,,,,2872,,24.998607,22.000000,0.161212,0.361769,0.282033,0.141365,0.053621,0.194986,
,,Wyoming,,56,2015,,,,,,,,,2802,,25.309243,22.000000,0.155246,0.348323,0.275517,0.159886,0.061028,0.220914,
,,Wyoming,,56,2016,,,,,,,,,2600,,25.385000,27.000000,0.153462,0.336923,0.289231,0.156538,0.063846,0.220385,
,,Wyoming,,56,2017,,,,,,,,,2490,,25.592369,27.000000,0.146586,0.319679,0.299598,0.172691,0.061446,0.234137,
,,Wyoming,,56,2018,,,,,,,,,2405,,25.864657,27.000000,0.134304,0.325572,0.289397,0.174220,0.076507,0.250728,
,,Wyoming,,56,2019,,,,,,,,,2383,,25.985942,27.000000,0.114981,0.349140,0.276123,0.174990,0.084767,0.259757,
,,Wyoming,,56,2020,,,,,,,,,2230,,25.654260,27.000000,0.128251,0.351570,0.290583,0.158744,0.070852,0.229596,
,,Wyoming,,56,2021,,,,,,,,,2258,,26.171833,27.000000,0.112932,0.324624,0.299823,0.178034,0.084588,0.262622,
,,Wyoming,,56,2022,,,,,,,,,2284,,26.095009,27.000000,0.114711,0.322242,0.300350,0.185639,0.077058,0.262697,
,,Wyoming,,56,2023,,,,,,,,,2218,,26.194319,27.000000,0.095582,0.332281,0.318756,0.174932,0.078449,0.253381,
,,Wyoming,,56,2024,,,,,,,,,2319,,26.150065,27.000000,0.108236,0.332471,0.295386,0.182837,0.081069,0.263907,
